name,ticker,cap_tier,sector,sub_segment,close_price,ret_1y,ret_2y,ret_3y,ret_4y,ret_5y,ret_6y,re_mw,re_pct,annual_mu,grid_tariff,solar_cost,unit_shield,annual_shield_cr,primary_model,targets
Ventive Hospital,VENTIVE,Small Cap,Pharmaceuticals & Healthcare,Pharma & Healthcare,588.2,45.0,65.0,115.0,170.0,235.0,340.0,7.6,45.0,11.4,8.4,3.8,4.6,52.4,Group Captive Solar & Rooftop PV (SEBI Rank #515),Targeting >70% clean electricity mix
Escorts Kubota,ESCORTS,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,2968.8,-2.0,1.0,49.0,102.0,165.0,328.0,6.6,33.0,9.9,8.9,3.7,5.2,51.5,Group Captive Solar & Rooftop PV (SEBI Rank #273),Targeting >58% clean electricity mix
Mindspace Busine,MINDSPACE,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,501.11,-1.0,3.0,52.0,106.0,170.0,334.0,6.6,34.0,9.9,8.9,3.7,5.2,51.5,Group Captive Solar & Rooftop PV (SEBI Rank #274),Targeting >59% clean electricity mix
National High,NHIT,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,171.0,0.0,5.0,55.0,110.0,175.0,340.0,6.6,10.0,9.9,8.9,3.7,5.2,51.5,Group Captive Solar & Rooftop PV (SEBI Rank #275),Targeting >35% clean electricity mix
Dhoot Transmission,DHOOTTRANS,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,1615.7,1.0,7.0,58.0,114.0,180.0,346.0,6.6,11.0,9.9,8.9,3.7,5.2,51.5,Group Captive Solar & Rooftop PV (SEBI Rank #276),Targeting >36% clean electricity mix
Star Health Insu,STARHEALTH,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,557.35,3.0,11.0,64.0,122.0,190.0,358.0,6.6,13.0,9.9,8.9,3.7,5.2,51.5,Group Captive Solar & Rooftop PV (SEBI Rank #278),Targeting >38% clean electricity mix
TVS Motor Company Ltd,TVSMOTOR,Large Cap,Automotive & 2W/3W,2W & 3W OEM,4133.1,20.2,45.5,171.6,300.4,652.2,782.6,28.5,97.1,106.8,8.6,3.8,4.8,51.3,Captive Wind Farms (TN) + Rooftop Solar (Hosur/Mysuru),Net Zero Scope 1 & 2 by 2040; 100% RE Operations
Krishna Institu.,KIMS,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,764.1,6.0,17.0,73.0,134.0,205.0,376.0,6.4,16.0,9.6,8.9,3.7,5.2,49.9,Group Captive Solar & Rooftop PV (SEBI Rank #281),Targeting >41% clean electricity mix
Tata Inv.Corpn.,TATAINVEST,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,633.7,7.0,19.0,76.0,138.0,210.0,382.0,6.4,17.0,9.6,8.9,3.7,5.2,49.9,Group Captive Solar & Rooftop PV (SEBI Rank #282),Targeting >42% clean electricity mix
Kirloskar Oil,KIRLOSENG,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,2201.9,8.0,21.0,79.0,142.0,215.0,388.0,6.4,18.0,9.6,8.9,3.7,5.2,49.9,Group Captive Solar & Rooftop PV (SEBI Rank #283),Targeting >43% clean electricity mix
Godfrey Phillips,GODFRYPHLP,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,2051.0,9.0,23.0,82.0,146.0,220.0,394.0,6.4,19.0,9.6,8.9,3.7,5.2,49.9,Group Captive Solar & Rooftop PV (SEBI Rank #284),Targeting >44% clean electricity mix
Manappuram Fin.,MANAPPURAM,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,339.7,11.0,27.0,88.0,154.0,230.0,406.0,6.4,21.0,9.6,8.9,3.7,5.2,49.9,Group Captive Solar & Rooftop PV (SEBI Rank #286),Targeting >46% clean electricity mix
CMR Green Tech.,CMRGREEN,Small Cap,Power Utilities & Cleantech,Renewable Energy & Power,228.34,10.0,25.0,70.0,160.0,220.0,380.0,7.5,15.0,11.2,8.2,3.8,4.4,49.3,Group Captive Solar & Rooftop PV (SEBI Rank #870),Targeting >40% clean electricity mix
Aegis Vopak Term,AEGISVOPAK,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,284.5,13.0,31.0,94.0,162.0,240.0,418.0,6.3,23.0,9.4,8.9,3.7,5.2,48.9,Group Captive Solar & Rooftop PV (SEBI Rank #288),Targeting >48% clean electricity mix
Midwest Energy,526570,Small Cap,Power Utilities & Cleantech,Renewable Energy & Power,3793.2,16.0,37.0,88.0,184.0,250.0,416.0,7.4,21.0,11.1,8.2,3.8,4.4,48.8,Group Captive Solar & Rooftop PV (SEBI Rank #876),Targeting >46% clean electricity mix
UCO Bank,UCOBANK,Mid Cap,Banking & Financial Services,BFSI,24.78,16.0,37.0,103.0,174.0,255.0,436.0,6.2,26.0,9.3,8.9,3.7,5.2,48.4,Group Captive Solar & Rooftop PV (SEBI Rank #291),Targeting >51% clean electricity mix
LIC Housing Fin.,LICHSGFIN,Mid Cap,Banking & Financial Services,BFSI,562.05,17.0,39.0,106.0,178.0,260.0,442.0,6.2,27.0,9.3,8.9,3.7,5.2,48.4,Group Captive Solar & Rooftop PV (SEBI Rank #292),Targeting >52% clean electricity mix
Techno Elec.Engg,TECHNOE,Small Cap,IT & Software Services,IT & Digital Services,979.5,35.0,65.0,110.0,140.0,260.0,420.0,5.7,55.0,8.6,9.2,3.6,5.6,48.2,Group Captive Solar & Rooftop PV (SEBI Rank #570),Targeting >80% clean electricity mix
Energy InfrTrust,542543,Small Cap,Power Utilities & Cleantech,Renewable Energy & Power,73.56,18.0,41.0,94.0,192.0,260.0,428.0,7.3,23.0,10.9,8.2,3.8,4.4,48.0,Group Captive Solar & Rooftop PV (SEBI Rank #878),Targeting >48% clean electricity mix
PCBL Chemical,PCBL,Small Cap,Chemicals & Petrochemicals,Specialty Chemicals,317.0,11.0,17.0,38.0,124.0,220.0,356.0,6.9,41.0,10.4,8.4,3.8,4.6,47.8,Group Captive Solar & Rooftop PV (SEBI Rank #546),Targeting >66% clean electricity mix
Amagi Media Labs,AMAGI,Small Cap,Pharmaceuticals & Healthcare,Pharma & Healthcare,563.3,14.0,23.0,47.0,136.0,235.0,374.0,6.9,44.0,10.4,8.4,3.8,4.6,47.8,Group Captive Solar & Rooftop PV (SEBI Rank #549),Targeting >69% clean electricity mix
Dr. Reddy's Laboratories,DRREDDY,Large Cap,Pharmaceuticals & Healthcare,Active Pharmaceutical Ingredients,1151.0,18.0,38.0,58.0,82.0,110.0,165.0,45.0,52.0,98.0,8.6,3.75,4.85,47.5,Open Access Solar/Wind with Fourth Partner & Cleantech,100% RE by 2030 (RE100 Signatory)
Aditya AMC,ABSLAMC,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,1062.3,19.0,43.0,112.0,186.0,270.0,454.0,6.1,29.0,9.1,8.9,3.7,5.2,47.3,Group Captive Solar & Rooftop PV (SEBI Rank #294),Targeting >54% clean electricity mix
M R P L,MRPL,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,174.83,20.0,45.0,115.0,190.0,275.0,460.0,6.1,30.0,9.1,8.9,3.7,5.2,47.3,Group Captive Solar & Rooftop PV (SEBI Rank #295),Targeting >55% clean electricity mix
Blue Star,BLUESTARCO,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,1484.0,21.0,47.0,118.0,194.0,280.0,466.0,6.1,31.0,9.1,8.9,3.7,5.2,47.3,Group Captive Solar & Rooftop PV (SEBI Rank #296),Targeting >56% clean electricity mix
PNB Housing,PNBHOUSING,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,1166.0,22.0,49.0,121.0,198.0,285.0,472.0,6.1,32.0,9.1,8.9,3.7,5.2,47.3,Group Captive Solar & Rooftop PV (SEBI Rank #297),Targeting >57% clean electricity mix
Orient Cement Ltd,ORIENTCEM,Small Cap,Cement & Building Materials,Solar PPA with Cleantech + WHRS,129.75,-40.8,-55.3,-27.2,0.1,-18.4,111.8,50.0,38.0,110.0,8.0,3.75,4.25,46.8,Solar PPA with Cleantech + WHRS,55% Green Power by 2030
Inventurus Knowl,IKS,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,1759.9,23.0,51.0,124.0,202.0,290.0,478.0,6.0,33.0,9.0,8.9,3.7,5.2,46.8,Group Captive Solar & Rooftop PV (SEBI Rank #298),Targeting >58% clean electricity mix
CEAT Ltd,CEATLTD,Small Cap,Automotive & Ancillary,Rooftop Solar + Captive Solar PPA,3333.2,-1.5,5.6,57.1,111.8,152.2,233.6,38.0,34.0,95.0,8.7,3.8,4.9,46.6,Rooftop Solar + Captive Solar PPA,50% RE by 2030
Sonata Software,SONATSOFTW,Small Cap,Automotive & 2W/3W,Auto Ancillary & Components,285.25,12.0,14.0,46.0,103.0,210.0,327.0,6.4,52.0,9.6,8.6,3.75,4.85,46.6,Group Captive Solar & Rooftop PV (SEBI Rank #677),Targeting >77% clean electricity mix
AGI Greenpac,AGI,Small Cap,Power Utilities & Cleantech,Renewable Energy & Power,735.25,27.0,59.0,121.0,148.0,225.0,402.0,7.1,32.0,10.6,8.2,3.8,4.4,46.6,Group Captive Solar & Rooftop PV (SEBI Rank #887),Targeting >57% clean electricity mix
Schneider Elect.,SCHNEIDER,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,1232.4,27.0,59.0,76.0,158.0,250.0,292.0,5.9,12.0,8.9,8.9,3.7,5.2,46.3,Group Captive Solar & Rooftop PV (SEBI Rank #302),Targeting >37% clean electricity mix
Rubicon Research,RUBICON,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,1768.3,28.0,61.0,79.0,162.0,255.0,298.0,5.9,13.0,8.9,8.9,3.7,5.2,46.3,Group Captive Solar & Rooftop PV (SEBI Rank #303),Targeting >38% clean electricity mix
Tejas Networks,TEJASNET,Small Cap,Telecom & Data Centers,Telecom & Connectivity,614.15,45.0,85.0,140.0,180.0,310.0,480.0,5.5,65.0,8.2,9.2,3.6,5.6,45.9,Group Captive Solar & Rooftop PV (SEBI Rank #580),Targeting >90% clean electricity mix
C D S L,CDSL,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,1394.6,29.0,63.0,82.0,166.0,260.0,304.0,5.8,14.0,8.7,8.9,3.7,5.2,45.2,Group Captive Solar & Rooftop PV (SEBI Rank #304),Targeting >39% clean electricity mix
ZF Commercial,ZFCVINDIA,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,2551.9,31.0,67.0,88.0,174.0,270.0,316.0,5.8,16.0,8.7,8.9,3.7,5.2,45.2,Group Captive Solar & Rooftop PV (SEBI Rank #306),Targeting >41% clean electricity mix
Redington,REDINGTON,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,371.3,32.0,69.0,91.0,178.0,275.0,322.0,5.8,17.0,8.7,8.9,3.7,5.2,45.2,Group Captive Solar & Rooftop PV (SEBI Rank #307),Targeting >42% clean electricity mix
Garden Reach Sh.,GRSE,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,2533.2,33.0,71.0,94.0,182.0,280.0,328.0,5.8,18.0,8.7,8.9,3.7,5.2,45.2,Group Captive Solar & Rooftop PV (SEBI Rank #308),Targeting >43% clean electricity mix
TTK Prestige,TTKPRESTIG,Small Cap,Textiles & Apparel,Textiles & Apparel,562.75,27.0,44.0,91.0,163.0,285.0,417.0,6.2,67.0,9.3,8.6,3.75,4.85,45.1,Group Captive Solar & Rooftop PV (SEBI Rank #692),Targeting >92% clean electricity mix
Chola Financial,CHOLAHLDNG,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,1525.7,34.0,73.0,97.0,186.0,285.0,334.0,5.7,19.0,8.6,8.9,3.7,5.2,44.7,Group Captive Solar & Rooftop PV (SEBI Rank #309),Targeting >44% clean electricity mix
Brookfield India,BIRET,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,341.79,36.0,77.0,103.0,194.0,295.0,346.0,5.7,21.0,8.6,8.9,3.7,5.2,44.7,Group Captive Solar & Rooftop PV (SEBI Rank #311),Targeting >46% clean electricity mix
Sun Pharmaceutical Ltd,SUNPHARMA,Large Cap,Pharmaceuticals & Healthcare,Onsite Rooftop + Open Access Solar,1899.0,19.1,-1.4,63.9,100.2,132.1,279.5,38.0,35.0,95.0,8.5,3.85,4.65,44.2,Onsite Rooftop + Open Access Solar,50% RE by 2030
ESDS Software,ESDS,Small Cap,IT & Software Services,IT & Digital Services,908.4,-9.0,-3.0,63.0,114.0,255.0,436.0,5.3,76.0,7.9,9.2,3.6,5.6,44.2,Group Captive Solar & Rooftop PV (SEBI Rank #591),Targeting >100% clean electricity mix
Zensar Tech.,ZENSARTECH,Small Cap,IT & Software Services,IT & Digital Services,461.55,-4.0,7.0,78.0,134.0,280.0,466.0,5.3,81.0,7.9,9.2,3.6,5.6,44.2,Group Captive Solar & Rooftop PV (SEBI Rank #596),Targeting >100% clean electricity mix
Central Bank,CENTRALBK,Mid Cap,Banking & Financial Services,BFSI,31.08,37.0,79.0,106.0,198.0,300.0,352.0,5.6,22.0,8.4,8.9,3.7,5.2,43.7,Group Captive Solar & Rooftop PV (SEBI Rank #312),Targeting >47% clean electricity mix
Urban Company,URBANCO,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,181.09,39.0,83.0,112.0,206.0,310.0,364.0,5.6,24.0,8.4,8.9,3.7,5.2,43.7,Group Captive Solar & Rooftop PV (SEBI Rank #314),Targeting >49% clean electricity mix
R R Kabel,RRKABEL,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,2454.1,40.0,40.0,70.0,165.0,270.0,325.0,5.6,25.0,8.4,8.9,3.7,5.2,43.7,Group Captive Solar & Rooftop PV (SEBI Rank #315),Targeting >50% clean electricity mix
GE Power,GVPIL,Small Cap,Power Utilities & Cleantech,Renewable Energy & Power,649.6,-6.0,13.0,47.0,106.0,215.0,274.0,6.6,34.0,9.9,8.2,3.8,4.4,43.6,Group Captive Solar & Rooftop PV (SEBI Rank #919),Targeting >59% clean electricity mix
Asian Paints Ltd,ASIANPAINT,Large Cap,Chemicals & Petrochemicals,Rooftop Solar on all 8 plants + Wind PPAs,2527.3,7.5,-24.1,-20.0,-24.4,-22.1,27.2,42.0,61.0,88.0,8.6,3.75,4.85,42.7,Rooftop Solar on all 8 plants + Wind PPAs,75% RE by 2028
IIFL Finance,IIFL,Mid Cap,Banking & Financial Services,BFSI,651.15,41.0,42.0,73.0,169.0,275.0,331.0,5.5,26.0,8.2,8.9,3.7,5.2,42.6,Group Captive Solar & Rooftop PV (SEBI Rank #316),Targeting >51% clean electricity mix
Angel One,ANGELONE,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,299.8,42.0,44.0,76.0,173.0,280.0,337.0,5.5,27.0,8.2,8.9,3.7,5.2,42.6,Group Captive Solar & Rooftop PV (SEBI Rank #317),Targeting >52% clean electricity mix
IFCI,IFCI,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,101.38,43.0,46.0,79.0,177.0,285.0,343.0,5.5,28.0,8.2,8.9,3.7,5.2,42.6,Group Captive Solar & Rooftop PV (SEBI Rank #318),Targeting >53% clean electricity mix
TVS Holdings,TVSHLTD,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,13374.0,45.0,50.0,85.0,105.0,215.0,275.0,5.4,30.0,8.1,8.9,3.7,5.2,42.1,Group Captive Solar & Rooftop PV (SEBI Rank #320),Targeting >55% clean electricity mix
Capri Global,CGCL,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,279.9,46.0,52.0,88.0,109.0,220.0,281.0,5.4,31.0,8.1,8.9,3.7,5.2,42.1,Group Captive Solar & Rooftop PV (SEBI Rank #321),Targeting >56% clean electricity mix
Bandhan Bank,BANDHANBNK,Mid Cap,Banking & Financial Services,BFSI,164.95,47.0,54.0,91.0,113.0,225.0,287.0,5.3,32.0,7.9,8.9,3.7,5.2,41.1,Group Captive Solar & Rooftop PV (SEBI Rank #322),Targeting >57% clean electricity mix
Amber Enterp.,AMBER,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,7474.0,48.0,56.0,94.0,117.0,230.0,293.0,5.3,33.0,7.9,8.9,3.7,5.2,41.1,Group Captive Solar & Rooftop PV (SEBI Rank #323),Targeting >58% clean electricity mix
Tech Mahindra Ltd,TECHM,Large Cap,IT & Software Services,Green Tariffs + Campus Solar,1596.9,14.0,1.2,30.6,58.3,15.7,101.7,25.0,58.0,72.0,9.3,3.6,5.7,41.0,Green Tariffs + Campus Solar,"RE100, 100% RE by 2030"
Laser Power,LASERPOWER,Small Cap,Power Utilities & Cleantech,Renewable Energy & Power,295.65,11.0,47.0,98.0,174.0,300.0,376.0,6.2,21.0,9.3,8.2,3.8,4.4,40.9,Group Captive Solar & Rooftop PV (SEBI Rank #936),Targeting >46% clean electricity mix
Kalyani Steels,KSL,Small Cap,Metals & Mining,Metals & Mining,940.5,17.0,59.0,116.0,198.0,330.0,412.0,6.2,27.0,9.3,8.2,3.8,4.4,40.9,Group Captive Solar & Rooftop PV (SEBI Rank #942),Targeting >52% clean electricity mix
Balu Forge,BALUFORGE,Small Cap,Automotive & 2W/3W,Auto Ancillary & Components,574.1,4.0,18.0,47.0,81.0,125.0,299.0,5.6,59.0,8.4,8.6,3.75,4.85,40.7,Group Captive Solar & Rooftop PV (SEBI Rank #734),Targeting >84% clean electricity mix
ITI,ITI,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,272.5,49.0,58.0,97.0,121.0,235.0,299.0,5.2,34.0,7.8,8.9,3.7,5.2,40.6,Group Captive Solar & Rooftop PV (SEBI Rank #324),Targeting >59% clean electricity mix
Hatsun Agro,HATSUN,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,1168.8,-15.0,-5.0,35.0,60.0,175.0,240.0,5.2,10.0,7.8,8.9,3.7,5.2,40.6,Group Captive Solar & Rooftop PV (SEBI Rank #325),Targeting >35% clean electricity mix
Time Technoplast,TIMETECHNO,Small Cap,IT & Software Services,IT & Digital Services,188.49,35.0,40.0,90.0,185.0,250.0,325.0,4.7,80.0,7.1,9.2,3.6,5.6,39.8,Group Captive Solar & Rooftop PV (SEBI Rank #635),Targeting >100% clean electricity mix
Sharda Cropchem,SHARDACROP,Small Cap,Automotive & 2W/3W,Auto Ancillary & Components,768.35,7.0,24.0,56.0,93.0,140.0,317.0,5.5,62.0,8.2,8.6,3.75,4.85,39.8,Group Captive Solar & Rooftop PV (SEBI Rank #737),Targeting >87% clean electricity mix
Alkyl Amines,ALKYLAMINE,Small Cap,Chemicals & Petrochemicals,Specialty Chemicals,2020.9,5.0,25.0,45.0,110.0,145.0,190.0,5.7,30.0,8.6,8.4,3.8,4.6,39.6,Group Captive Solar & Rooftop PV (SEBI Rank #605),Targeting >55% clean electricity mix
Data Pattern,DATAPATTNS,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,4585.0,-13.0,-1.0,41.0,68.0,185.0,252.0,5.1,12.0,7.6,8.9,3.7,5.2,39.5,Group Captive Solar & Rooftop PV (SEBI Rank #327),Targeting >37% clean electricity mix
Metro Brands,METROBRAND,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,929.15,-10.0,5.0,50.0,80.0,200.0,270.0,5.1,15.0,7.6,8.9,3.7,5.2,39.5,Group Captive Solar & Rooftop PV (SEBI Rank #330),Targeting >40% clean electricity mix
RattanIndia Pow.,RTNPOWER,Small Cap,Power Utilities & Cleantech,Renewable Energy & Power,7.36,31.0,42.0,113.0,209.0,355.0,451.0,5.9,41.0,8.9,8.2,3.8,4.4,39.2,Group Captive Solar & Rooftop PV (SEBI Rank #956),Targeting >66% clean electricity mix
Nexus Select,NXST,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,165.89,-9.0,7.0,53.0,84.0,205.0,276.0,5.0,16.0,7.5,8.9,3.7,5.2,39.0,Group Captive Solar & Rooftop PV (SEBI Rank #331),Targeting >41% clean electricity mix
P & G Hygiene,PGHH,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,7667.5,-8.0,9.0,56.0,88.0,210.0,282.0,5.0,17.0,7.5,8.9,3.7,5.2,39.0,Group Captive Solar & Rooftop PV (SEBI Rank #332),Targeting >42% clean electricity mix
Thyrocare Tech.,THYROCARE,Small Cap,IT & Software Services,IT & Digital Services,576.15,39.0,48.0,102.0,201.0,270.0,349.0,4.6,84.0,6.9,9.2,3.6,5.6,38.6,Group Captive Solar & Rooftop PV (SEBI Rank #639),Targeting >100% clean electricity mix
Asahi India Glas,ASAHIINDIA,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,955.9,-5.0,15.0,65.0,100.0,225.0,300.0,4.9,20.0,7.4,8.9,3.7,5.2,38.5,Group Captive Solar & Rooftop PV (SEBI Rank #335),Targeting >45% clean electricity mix
AWL Agri Busine.,AWL,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,187.29,-4.0,17.0,68.0,104.0,230.0,306.0,4.9,21.0,7.4,8.9,3.7,5.2,38.5,Group Captive Solar & Rooftop PV (SEBI Rank #336),Targeting >46% clean electricity mix
Welspun Living Ltd,WELSPUNLIV,Mid Cap,Textiles & Apparel,Rooftop Solar on mega textile parks,208.51,82.2,27.7,72.1,183.8,23.4,211.9,35.0,48.0,85.0,8.1,3.6,4.5,38.3,Rooftop Solar on mega textile parks,100% RE by 2030 (RE100 member)
Greenply Industr,GREENPLY,Small Cap,Power Utilities & Cleantech,Renewable Energy & Power,304.7,-7.0,31.0,69.0,112.0,165.0,288.0,5.7,38.0,8.6,8.2,3.8,4.4,37.8,Group Captive Solar & Rooftop PV (SEBI Rank #983),Targeting >63% clean electricity mix
Sambhv Steel,SAMBHV,Small Cap,Metals & Mining,Metals & Mining,128.69,-5.0,35.0,75.0,120.0,175.0,300.0,5.7,40.0,8.6,8.2,3.8,4.4,37.8,Group Captive Solar & Rooftop PV (SEBI Rank #985),Targeting >65% clean electricity mix
Exide Industries Ltd,EXIDEIND,Mid Cap,Automotive & Ancillary,Rooftop Solar + Haldia captive park,424.35,8.6,-15.6,62.8,170.3,138.0,157.2,35.0,26.0,82.0,8.4,3.8,4.6,37.7,Rooftop Solar + Haldia captive park,50% RE by 2030
Kalpataru Proj.,KPIL,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,1406.6,0.0,25.0,80.0,120.0,250.0,330.0,4.8,25.0,7.2,8.9,3.7,5.2,37.4,Group Captive Solar & Rooftop PV (SEBI Rank #340),Targeting >50% clean electricity mix
Prime Focus,PFOCUS,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,307.0,2.0,29.0,86.0,128.0,260.0,342.0,4.8,27.0,7.2,8.9,3.7,5.2,37.4,Group Captive Solar & Rooftop PV (SEBI Rank #342),Targeting >52% clean electricity mix
Go Digit General,GODIGIT,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,258.3,3.0,31.0,89.0,132.0,265.0,348.0,4.8,28.0,7.2,8.9,3.7,5.2,37.4,Group Captive Solar & Rooftop PV (SEBI Rank #343),Targeting >53% clean electricity mix
Gillette India,GILLETTE,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,7312.5,4.0,33.0,92.0,136.0,270.0,354.0,4.8,29.0,7.2,8.9,3.7,5.2,37.4,Group Captive Solar & Rooftop PV (SEBI Rank #344),Targeting >54% clean electricity mix
Strides Pharma,STAR,Small Cap,Pharmaceuticals & Healthcare,Pharma & Healthcare,1059.6,16.0,47.0,78.0,154.0,200.0,256.0,5.4,41.0,8.1,8.4,3.8,4.6,37.3,Group Captive Solar & Rooftop PV (SEBI Rank #616),Targeting >66% clean electricity mix
Sudarshan Chem.,SUDARSCHEM,Small Cap,Chemicals & Petrochemicals,Specialty Chemicals,1222.8,17.0,49.0,81.0,158.0,205.0,262.0,5.4,42.0,8.1,8.4,3.8,4.6,37.3,Group Captive Solar & Rooftop PV (SEBI Rank #617),Targeting >67% clean electricity mix
IRB Infra.Devl.,IRB,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,19.65,5.0,35.0,95.0,140.0,275.0,360.0,4.7,30.0,7.1,8.9,3.7,5.2,36.9,Group Captive Solar & Rooftop PV (SEBI Rank #345),Targeting >55% clean electricity mix
Sansera Enginee.,SANSERA,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,3782.6,6.0,37.0,98.0,144.0,280.0,366.0,4.7,31.0,7.1,8.9,3.7,5.2,36.9,Group Captive Solar & Rooftop PV (SEBI Rank #346),Targeting >56% clean electricity mix
Timken India,TIMKEN,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,3125.3,7.0,39.0,101.0,148.0,285.0,372.0,4.7,32.0,7.1,8.9,3.7,5.2,36.9,Group Captive Solar & Rooftop PV (SEBI Rank #347),Targeting >57% clean electricity mix
City Union Bank,CUB,Mid Cap,Banking & Financial Services,BFSI,236.01,8.0,41.0,104.0,152.0,290.0,378.0,4.7,33.0,7.1,8.9,3.7,5.2,36.9,Group Captive Solar & Rooftop PV (SEBI Rank #348),Targeting >58% clean electricity mix
NBCC,NBCC,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,86.6,9.0,43.0,107.0,156.0,295.0,384.0,4.7,34.0,7.1,8.9,3.7,5.2,36.9,Group Captive Solar & Rooftop PV (SEBI Rank #349),Targeting >59% clean electricity mix
TruAlt Bioenergy,TRUALT,Small Cap,Power Utilities & Cleantech,Renewable Energy & Power,425.25,8.0,16.0,69.0,127.0,195.0,333.0,5.5,23.0,8.2,8.2,3.8,4.4,36.1,Group Captive Solar & Rooftop PV (SEBI Rank #998),Targeting >48% clean electricity mix
KIOCL,KIOCL,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,382.1,11.0,47.0,113.0,164.0,305.0,396.0,4.6,11.0,6.9,8.9,3.7,5.2,35.9,Group Captive Solar & Rooftop PV (SEBI Rank #351),Targeting >36% clean electricity mix
Belrise Industri,BELRISE,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,236.86,15.0,55.0,125.0,180.0,325.0,420.0,4.6,15.0,6.9,8.9,3.7,5.2,35.9,Group Captive Solar & Rooftop PV (SEBI Rank #355),Targeting >40% clean electricity mix
Affle 3i,AFFLE,Mid Cap,Diversified & Manufacturing,Diversified Conglomerates,1616.5,17.0,59.0,131.0,188.0,335.0,432.0,4.6,17.0,6.9,8.9,3.7,5.2,35.9,Group Captive Solar & Rooftop PV (SEBI Rank #357),Targeting >42% clean electricity mix
Supreme Industries Ltd,SUPREMEIND,Mid Cap,Capital Goods & Engineering,Rooftop Solar on all manufacturing units,3475.0,-17.6,-34.7,-15.7,62.9,48.9,148.1,32.0,28.0,75.0,8.5,3.75,4.75,35.6,Rooftop Solar on all manufacturing units,40% RE by 2028
